5.727035819062473720e-01,7.697848881290161316e-01,9.461508595063281568e-01,8.482711364296507961e-01,9.552498294629711006e-01
6.036643835127291080e-01,7.715068505387696618e-01,9.461947059232315160e-01,8.520106427644843494e-01,9.645129870129871552e-01
5.868577896266314875e-01,7.719700928247360538e-01,9.464135494104828350e-01,8.473381541145352802e-01,9.624509952760845755e-01
5.802064049802535539e-01,7.737997082252108250e-01,9.462406940629415342e-01,8.515799772288337177e-01,9.548948112954036560e-01
5.871563317734467269e-01,7.725021315358731044e-01,9.461080847241900571e-01,8.491441748985166793e-01,9.649253514809386090e-01
5.959496794055617608e-01,7.733689917827402116e-01,9.460138622808268449e-01,8.494666911667586584e-01,9.585399315802130005e-01
5.918892968755100625e-01,7.723598725038891555e-01,9.460742615743894524e-01,8.518089095201517580e-01,9.701418697751285070e-01
5.844952127121244567e-01,7.733236856864664777e-01,9.462845502116451479e-01,8.487674064399380880e-01,9.659238694294488559e-01
5.895236031839892199e-01,7.724399056026070021e-01,9.465178078058480438e-01,8.496804870370181506e-01,9.507068816746115925e-01
5.893967297000384242e-01,7.713876611203992484e-01,9.463979915241134133e-01,8.490368149709974777e-01,9.647851124446867876e-01
5.947346758123412958e-01,7.725212521320391490e-01,9.462015602989323204e-01,8.501089020105144778e-01,9.490585479571173044e-01
5.925881032371695945e-01,7.712141713305742385e-01,9.463304014985061130e-01,8.489516159566122822e-01,9.400438982458266812e-01
5.998163988386269185e-01,7.728262824183982360e-01,9.462989850496298372e-01,8.484163722331843349e-01,9.498645340580702534e-01
6.149206887373247499e-01,7.724545215321512170e-01,9.462441259434752894e-01,8.494105195750418780e-01,9.576719120855686773e-01
5.917200790937003907e-01,7.705441978011887683e-01,9.459488396417999878e-01,8.481866247455357444e-01,9.459319748822251350e-01
5.878827527150137788e-01,7.723503194214574874e-01,9.458511613616172875e-01,8.478357979076656115e-01,9.520975571490873923e-01
6.115232844667587431e-01,7.735796183990689689e-01,9.459263853192885207e-01,8.495743763921910219e-01,9.528758774239405316e-01
5.837327588186237426e-01,7.712025410493661415e-01,9.457598248557989029e-01,8.490107700205292707e-01,9.604214410187156270e-01
5.890356745480826994e-01,7.716601335404217332e-01,9.463052466156236520e-01,8.524840260909570810e-01,9.309958153735621300e-01
5.953705202713522882e-01,7.722213985058450358e-01,9.463208968567847768e-01,8.481681418547255547e-01,9.531095256646089364e-01
5.757912009865134850e-01,7.723979671127125801e-01,9.457476739263288579e-01,8.508371846277387185e-01,9.584442151772062379e-01
5.946056458349656682e-01,7.709686973680508482e-01,9.456116367094393738e-01,8.498826363518718896e-01,9.479104058148093426e-01
5.906270672240341302e-01,7.743418828018066025e-01,9.456750472569448451e-01,8.487085775769516172e-01,9.612539937801262147e-01
6.021344056270526712e-01,7.724754945792915439e-01,9.456788747642769222e-01,8.496023555576348585e-01,9.676903739374365099e-01
5.994433224557305095e-01,7.724371642712746233e-01,9.463640512386137793e-01,8.478298754691258043e-01,9.643876357560567936e-01
5.947668842085203078e-01,7.716642301661199577e-01,9.462152320965333541e-01,8.471498119558795725e-01,9.627009533620574100e-01
5.947927506521256680e-01,7.710009340152739199e-01,9.461091903875568088e-01,8.485170099863446058e-01,9.428658931925179010e-01
5.991598679098679714e-01,7.725523204559130441e-01,9.462626803949801824e-01,8.517979056400868387e-01,9.628578700657692835e-01
5.874130426864803134e-01,7.719605227929402513e-01,9.462416535974033094e-01,8.478166244592265643e-01,9.392371078933539064e-01
6.020512595795587396e-01,7.727179524822049839e-01,9.463036514584255432e-01,8.493675423140116809e-01,9.232021349058762150e-01
